scope	cohort	prompt_id	factor	n	male_n	female_n	unknown_n	ambiguous_n	target_success_rate	male_rate	female_rate	male_to_female_ratio
cohort_prompt	asthma	29	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	29	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	29	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	29	3.0	35	1	34	0	0	0.02857142857142857	0.02857142857142857	0.9714285714285714	0.029411764705882353
cohort_prompt	asthma	29	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	29	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	30	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	30	1.0	35	0	34	1	0	0.0	0.0	0.9714285714285714	0.0
cohort_prompt	asthma	30	2.0	35	1	26	8	0	0.02857142857142857	0.02857142857142857	0.7428571428571429	0.038461538461538464
cohort_prompt	asthma	30	3.0	35	4	21	10	0	0.11428571428571428	0.11428571428571428	0.6	0.19047619047619047
cohort_prompt	asthma	30	4.0	35	3	11	21	0	0.08571428571428572	0.08571428571428572	0.3142857142857143	0.2727272727272727
cohort_prompt	asthma	30	5.0	35	3	12	20	0	0.08571428571428572	0.08571428571428572	0.34285714285714286	0.25
cohort_prompt	asthma	31	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	31	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	31	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	31	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	31	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	asthma	31	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	1	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	1	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	1	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	1	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	1	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	1	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	2	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	2	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	2	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	2	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	2	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	2	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	3	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	3	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	3	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	3	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	3	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	3	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	4	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	4	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	4	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	4	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	4	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	4	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	5	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	5	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	5	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	5	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	5	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	5	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	6	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	6	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	6	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	6	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	6	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	6	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	7	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	7	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	7	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	7	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	7	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	7	5.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	8	0.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	8	1.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	8	2.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	8	3.0	35	0	35	0	0	0.0	0.0	1.0	0.0
cohort_prompt	depression	8	4.0	35	0	35	0	0	0.0	0.0	1.0	0.0
